a_level	b_level	c_level	description	ko_number
Brite Hierarchies	Lectins	Lectins	CLEC3A; C-type lectin domain family 3 member A	K17519
Brite Hierarchies	Lectins	Lectins	CLEC3B; C-type lectin domain family 3 member B	K17520
Brite Hierarchies	Lectins	Lectins	CLEC11A; C-type lectin domain family 11 member A	K17521
Brite Hierarchies	Lectins	Lectins	CLEC14A; C-type lectin domain family 14 member A	K17528
Brite Hierarchies	Lectins	Lectins	CLEC18; c-type lectin domain family 18	K22682
Brite Hierarchies	Lectins	Lectins	SIGLEC8; sialic acid binding Ig-like lectin 8	K06748
Brite Hierarchies	Lectins	Lectins	SIGLEC10; sialic acid binding Ig-like lectin 10	K06749
Brite Hierarchies	Lectins	Lectins	SIGLEC11; sialic acid binding Ig-like lectin 11	K06750
Brite Hierarchies	Lectins	Lectins	SIGLEC12, SIGLECL1; sialic acid binding Ig-like lectin 12	K10079
Brite Hierarchies	Lectins	Lectins	SIGLEC13; sialic acid binding Ig-like lectin 13	K24328
Brite Hierarchies	Lectins	Lectins	SIGLEC14; sialic acid binding Ig-like lectin 14	K24329
Brite Hierarchies	Lectins	Lectins	SIGLEC15; sialic acid binding Ig-like lectin 15	K16352
Brite Hierarchies	Lectins	Lectins	SIGLEC16; sialic acid binding Ig-like lectin 16	K24330
Brite Hierarchies	Lectins	Lectins	LMAN2L, VIPL; lectin, mannose-binding 2-like	K10083
Brite Hierarchies	Lectins	Lectins	LGALS2; galectin-2	K10090
Brite Hierarchies	Lectins	Lectins	LGALS4; galectin-4	K10091
Brite Hierarchies	Lectins	Lectins	LGALS5; galectin-5	K17522
Brite Hierarchies	Lectins	Lectins	LGALS7; galectin-7	K10092
Brite Hierarchies	Lectins	Lectins	LGALS9; galectin-9	K10093
Brite Hierarchies	Lectins	Lectins	CLC; eosinophil lysophospholipase (galectin-10)	K13334
Brite Hierarchies	Lectins	Lectins	LGALS12; galectin-12	K10095
Brite Hierarchies	Lectins	Lectins	LGALS13; galectin-13	K10096
Brite Hierarchies	Lectins	Lectins	LGALS14; galectin-14	K10097
Brite Hierarchies	Lectins	Lectins	CALR3; calreticulin 3	K10098
Brite Hierarchies	Lectins	Lectins	FCN; ficolin	K10104
Brite Hierarchies	Lectins	Lectins	CHI3L1_2; chitinase-3-like protein 1/2	K17523
Brite Hierarchies	Lectins	Lectins	CHI3L3_4; chitinase 3-like 3/4	K17524
Brite Hierarchies	Lectins	Lectins	CHID1; chitinase domain-containing protein 1	K17525
Brite Hierarchies	Lectins	Lectins	OVGP1; oviduct-specific glycoprotein	K17526
Brite Hierarchies	Lectins	Lectins	ITLN; intelectin	K17527
Human Diseases	Drug resistance: antimicrobial	Antimicrobial resistance genes	aac2-I; aminoglycoside 2'-N-acetyltransferase I	K17840
Human Diseases	Drug resistance: antimicrobial	Antimicrobial resistance genes	aac3-I; aminoglycoside 3-N-acetyltransferase I	K03395
Human Diseases	Drug resistance: antimicrobial	Antimicrobial resistance genes	aac3-II; aminoglycoside 3-N-acetyltransferase II	K19275
Human Diseases	Drug resistance: antimicrobial	Antimicrobial resistance genes	aac3-IV; aminoglycoside 3-N-acetyltransferase IV	K19276
Human Diseases	Drug resistance: antimicrobial	Antimicrobial resistance genes	aac3-VI; aminoglycoside 3-N-acetyltransferase VI	K19277
Human Diseases	Drug resistance: antimicrobial	Antimicrobial resistance genes	aacC; aminoglycoside 3-N-acetyltransferase	K00662
Human Diseases	Drug resistance: antimicrobial	Antimicrobial resistance genes	aac6-I; aminoglycoside 6'-N-acetyltransferase I	K18815
Human Diseases	Drug resistance: antimicrobial	Antimicrobial resistance genes	aac6-Ib; aminoglycoside 6'-N-acetyltransferase Ib	K19278
Human Diseases	Drug resistance: antimicrobial	Antimicrobial resistance genes	aac6-I, aacA7; aminoglycoside 6'-N-acetyltransferase I	K18816
Human Diseases	Drug resistance: antimicrobial	Antimicrobial resistance genes	aac6-II; aminoglycoside 6'-N-acetyltransferase II	K19301
Human Diseases	Drug resistance: antimicrobial	Antimicrobial resistance genes	aacA; aminoglycoside 6'-N-acetyltransferase	K00663
Human Diseases	Drug resistance: antimicrobial	Antimicrobial resistance genes	aacA-aphD; bifunctional aminoglycoside 6'-N-acetyltransferase / aminoglycoside 2''-phosphotransferase	K19883
Human Diseases	Drug resistance: antimicrobial	Antimicrobial resistance genes	apmA; aminocyclitol acetyltransferase	K19313
Human Diseases	Drug resistance: antimicrobial	Antimicrobial resistance genes	sat2; streptothricin acetyltransferase	K19063
Human Diseases	Drug resistance: antimicrobial	Antimicrobial resistance genes	sat3; streptothricin acetyltransferase	K19314
Human Diseases	Drug resistance: antimicrobial	Antimicrobial resistance genes	sat4; streptothricin acetyltransferase	K19273
Human Diseases	Drug resistance: antimicrobial	Antimicrobial resistance genes	aadB; aminoglycoside 2''-adenylyltransferase	K17881
Human Diseases	Drug resistance: antimicrobial	Antimicrobial resistance genes	aadA; streptomycin 3"-adenylyltransferase	K00984
Human Diseases	Drug resistance: antimicrobial	Antimicrobial resistance genes	aadD, knt; kanamycin nucleotidyltransferase	K17882
Human Diseases	Drug resistance: antimicrobial	Antimicrobial resistance genes	ant4-II; aminoglycoside 4'-adenylyltransferase	K19544
Human Diseases	Drug resistance: antimicrobial	Antimicrobial resistance genes	aadK; aminoglycoside 6-adenylyltransferase	K05593
Human Diseases	Drug resistance: antimicrobial	Antimicrobial resistance genes	ant9; aminoglycoside 9-adenylyltransferase	K19279
Human Diseases	Drug resistance: antimicrobial	Antimicrobial resistance genes	aphD; aminoglycoside 2''-phosphotransferase	K17910
Human Diseases	Drug resistance: antimicrobial	Antimicrobial resistance genes	aph3-I; aminoglycoside 3'-phosphotransferase I	K19272
Human Diseases	Drug resistance: antimicrobial	Antimicrobial resistance genes	aph3-II; aminoglycoside 3'-phosphotransferase II	K19300
Human Diseases	Drug resistance: antimicrobial	Antimicrobial resistance genes	aph3-III; aminoglycoside 3'-phosphotransferase III	K19299
Human Diseases	Drug resistance: antimicrobial	Antimicrobial resistance genes	aph3-VI; aminoglycoside 3'-phosphotransferase VI	K19274
Human Diseases	Drug resistance: antimicrobial	Antimicrobial resistance genes	aph3-VII; aminoglycoside 3'-phosphotransferase	K19543
Human Diseases	Drug resistance: antimicrobial	Antimicrobial resistance genes	aph3-XV; aminoglycoside 3'-phosphotransferase XV	K19315
Human Diseases	Drug resistance: antimicrobial	Antimicrobial resistance genes	aphA; kanamycin kinase	K00897
Human Diseases	Drug resistance: antimicrobial	Antimicrobial resistance genes	strA; streptomycin 3"-kinase	K10673
Human Diseases	Drug resistance: antimicrobial	Antimicrobial resistance genes	hph; hygromycin-B 4-O-kinase	K18817
Human Diseases	Drug resistance: antimicrobial	Antimicrobial resistance genes	strB; streptomycin 6-kinase	K04343
Human Diseases	Drug resistance: antimicrobial	Antimicrobial resistance genes	hyg; hygromycin-B 7''-O-kinase	K17880
Human Diseases	Drug resistance: antimicrobial	Antimicrobial resistance genes	aph, spcN; spectinomycin phosphotransferase	K18844
Human Diseases	Drug resistance: antimicrobial	Antimicrobial resistance genes	tetM, tetO; ribosomal protection tetracycline resistance protein	K18220
Human Diseases	Drug resistance: antimicrobial	Antimicrobial resistance genes	ereA_B; erythromycin esterase	K06880
Human Diseases	Drug resistance: antimicrobial	Antimicrobial resistance genes	vgb; virginiamycin B lyase	K18235
Human Diseases	Drug resistance: antimicrobial	Antimicrobial resistance genes	lnuA_C_D_E, lin; lincosamide nucleotidyltransferase A/C/D/E	K19545
Human Diseases	Drug resistance: antimicrobial	Antimicrobial resistance genes	lnuB_F, lin; lincosamide nucleotidyltransferase B/F	K18236
Human Diseases	Drug resistance: antimicrobial	Antimicrobial resistance genes	vat; virginiamycin A acetyltransferase	K18234
Human Diseases	Drug resistance: antimicrobial	Antimicrobial resistance genes	mgt, oleD; macrolide glycosyltransferase	K21251
Human Diseases	Drug resistance: antimicrobial	Antimicrobial resistance genes	mph; macrolide phosphotransferase	K06979
Human Diseases	Drug resistance: antimicrobial	Antimicrobial resistance genes	catA; chloramphenicol O-acetyltransferase type A	K19271
Human Diseases	Drug resistance: antimicrobial	Antimicrobial resistance genes	catB; chloramphenicol O-acetyltransferase type B	K00638
Human Diseases	Drug resistance: antimicrobial	Antimicrobial resistance genes	cpt; chloramphenicol 3-O phosphotransferase	K18554
Human Diseases	Drug resistance: antimicrobial	Antimicrobial resistance genes	qnr, mcbG; fluoroquinolone resistance protein	K18555
Human Diseases	Drug resistance: antimicrobial	Antimicrobial resistance genes	arr; rifampin ADP-ribosylating transferase	K19062
Human Diseases	Drug resistance: antimicrobial	Antimicrobial resistance genes	arr2; rifampin ADP-ribosylating transferase	K21288
Human Diseases	Drug resistance: antimicrobial	Antimicrobial resistance genes	iri, rox; rifampicin monooxygenase	K21267
Human Diseases	Drug resistance: antimicrobial	Antimicrobial resistance genes	fosA; glutathione S-transferase fosA	K21253
Human Diseases	Drug resistance: antimicrobial	Antimicrobial resistance genes	fosA2; glutathione S-transferase fosA2	K21264
Human Diseases	Drug resistance: antimicrobial	Antimicrobial resistance genes	fosA5; glutathione S-transferase fosA5	K21265
Human Diseases	Drug resistance: antimicrobial	Antimicrobial resistance genes	fosX; fosfomycin resistance protein FosX	K21252
Unclassified	Unclassified	Viral proteins	PR; HIV protease	K22599
Unclassified	Unclassified	Viral proteins	gag; HIV-1 gag polyprotein	K22951
Unclassified	Unclassified	Viral proteins	gp120; HIV-1 envelope glycoprotein gp120	K24266
Unclassified	Unclassified	Viral proteins	S1; Mammalian orthoreovirus 3 outer capsid protein sigma-1	K19250
Unclassified	Unclassified	Viral proteins	HCVgp1; HCV polyprotein	K19358
Unclassified	Unclassified	Viral proteins	S; Coronaviridae (excluding betacoronavirus) spike glycoprotein	K19254
Unclassified	Unclassified	Viral proteins	S; betacoronavirus (excluding SARS and MERS) spike glycoprotein	K24325
Unclassified	Unclassified	Viral proteins	S; SARS coronavirus spike glycoprotein	K24152
Unclassified	Unclassified	Viral proteins	S; MERS coronavirus spike glycoprotein	K24324
Unclassified	Unclassified	Viral proteins	E; SARS coronavirus envelope small membrane protein	K24151
Unclassified	Unclassified	Viral proteins	M; SARS coronavirus membrane protein	K24150
Unclassified	Unclassified	Viral proteins	N; SARS coronavirus nucleocapsid protein	K24106
Unclassified	Unclassified	Viral proteins	pp1ab; SARS coronavirus replicase polyprotein 1ab	K24149
Unclassified	Unclassified	Viral proteins	1a-1b; Beet yellows virus replicase polyprotein 1ab	K21077
Unclassified	Unclassified	Viral proteins	p22; Tombusvirus movement protein	K21535
Unclassified	Unclassified	Viral proteins	HE, HEF; Influenza C virus hemagglutinin-esterase-fusion glycoprotein	K19253
Unclassified	Unclassified	Viral proteins	CM2; Influenza C virus CM2 channel family protein	K22201
Unclassified	Unclassified	Viral proteins	GPC; Old World arenavirus glycoprotein	K24320
Unclassified	Unclassified	Viral proteins	GPC; New World clade A arenavirus glycoprotein	K24322
Unclassified	Unclassified	Viral proteins	GPC; New World clade B/D arenavirus glycoprotein	K24321
Unclassified	Unclassified	Viral proteins	GPC; New World clade C arenavirus glycoprotein	K24323
Unclassified	Unclassified	Viral proteins	vCX3C; RSV chemokine CX3C homolog	K22613
Unclassified	Unclassified	Viral proteins	L; Orthobornavirus RNA-directed RNA polymerase	K21924
Unclassified	Unclassified	Viral proteins	HN; Respirovirus hemagglutinin-neuraminidase	K19247
Unclassified	Unclassified	Viral proteins	L; Rhabdoviridae RNA-directed RNA polymerase	K21316
Unclassified	Unclassified	Viral proteins	BMLF1; EBV mRNA export factor ICP27	K19454
Unclassified	Unclassified	Viral proteins	BNRF1; EBV major tegument protein	K21532
Unclassified	Unclassified	Viral proteins	ICP8, DBP, UL29; Simplexvirus major DNA-binding protein	K19442
Unclassified	Unclassified	Viral proteins	UL9; Alphaherpesvirinae replication origin-binding protein	K21501
Unclassified	Unclassified	Viral proteins	UL16; HCMV immunoevasion protein	K21043
Unclassified	Unclassified	Viral proteins	UL144; HCMV TNF alpha-like receptor UL144	K21047
Unclassified	Unclassified	Viral proteins	UL7_8; HCMV CEACAM1-like protein	K21041
Unclassified	Unclassified	Viral proteins	UL11; HCMV protein UL11	K21042
Unclassified	Unclassified	Viral proteins	UL40; HCMV protein UL40	K21044
Unclassified	Unclassified	Viral proteins	UL83; Cytomegalovirus tegument protein UL83	K21045
Unclassified	Unclassified	Viral proteins	UL80; Betaherpesvirinae capsid scaffolding protein	K21078
Unclassified	Unclassified	Viral proteins	UL142; HCMV membrane glycoprotein UL142	K21048
Unclassified	Unclassified	Viral proteins	UL30; Herpesvirus DNA polymerase catalytic subunit	K18964
Unclassified	Unclassified	Viral proteins	L3; Mastadenovirus pre-protein VI	K21076
Unclassified	Unclassified	Viral proteins	POL; Adenovirus DNA polymerase	K21923
Unclassified	Unclassified	Viral proteins	VP4; Rotavirus outer capsid protein VP4	K19249
Unclassified	Unclassified	Viral proteins	VP1; Polyomaviridae major capsid protein VP1	K19248
Unclassified	Unclassified	Viral proteins	vVEGFA; Poxvirus vascular endothelial growth factor A homolog	K22612
Unclassified	Unclassified	Viral proteins	PAPS; Orthopoxvirus cap-specific mRNA (nucleoside-2'-O-)-methyltransferase	K21516
Unclassified	Unclassified	Viral proteins	RPO18; Poxviridae DNA-directed RNA polymerase	K21081
Unclassified	Unclassified	Viral proteins	PAPL; Poxviridae poly(A) polymerase catalytic subunit	K21315
Unclassified	Unclassified	Viral proteins	VPK1; Orthopoxvirus serine/threonine-protein kinase 1	K21506
Unclassified	Unclassified	Viral proteins	VPK2; Orthopoxvirus serine/threonine-protein kinase 2	K21518
Unclassified	Unclassified	Viral proteins	NPH1; Orthopoxvirus nucleoside triphosphatase I	K21517
Unclassified	Unclassified	Viral proteins	NPH2; Orthopoxvirus RNA helicase NPH-II	K21505
Unclassified	Unclassified	Viral proteins	A18R; Orthopoxvirus transcript termination protein	K21519
Unclassified	Unclassified	Viral proteins	A20R; Chordopoxvirinae DNA polymerase processivity factor component	K21082
Unclassified	Unclassified	Viral proteins	RAP94; Chordopoxvirinae RNA polymerase-associated transcription-specificity factor	K21080
Unclassified	Unclassified	Viral proteins	SPI-2; Orthopoxvirus serine proteinase inhibitor 2	K21537
Unclassified	Unclassified	Viral proteins	VGF-1; Orthopoxvirus pro-vaccinia growth factor	K21536
Unclassified	Unclassified	Viral proteins	E3L; Vaccinia virus protein E3	K12969
Unclassified	Unclassified	Viral proteins	A28L; Orthopoxvirus envelope protein A28	K21529
Unclassified	Unclassified	Viral proteins	M45; Murid betaherpesvirus 1 ribonucleoside-diphosphate reductase	K12970
Unclassified	Unclassified	Viral proteins	IAP3; Baculoviridae E3 ubiquitin-protein ligase	K21504
Unclassified	Unclassified	Viral proteins	pol; Baculovirus DNA polymerase	K18963
Unclassified	Unclassified	Viral proteins	LEF-4; Alphabaculovirus DNA-dependent RNA polymerase subunit LEF-4	K21243
Unclassified	Unclassified	Viral proteins	LEF-1; Alphabaculovirus DNA primase	K21241
Unclassified	Unclassified	Viral proteins	HELI; Baculoviridae DNA replication helicase	K21242
Unclassified	Unclassified	Viral proteins	AN; Alphabaculovirus alkaline nuclease	K21233
Unclassified	Unclassified	Viral proteins	LEF-2; Alphabaculovirus primase-associated factor LEF-2	K21244
